Temperature,Pressure,Data
35.8333,65.7063,608.175
35.8333,72.9958,603.072
35.8333,80.2854,602.282
35.8333,87.575,597.889
35.8333,94.8646,592.624
35.8333,102.154,587.276
35.8333,109.444,581.844
35.8333,116.733,576.326
35.8333,124.023,570.722
35.8333,131.313,565.03
35.8333,138.602,650.844
35.8333,145.892,644.626
35.8333,153.181,638.31
35.8333,160.471,631.895
35.8333,167.76,625.38
35.8333,175.05,618.764
35.8333,182.34,612.046
35.8333,189.629,605.226
35.8333,196.919,598.305
35.8333,204.208,537.701
35.8333,211.498,535.134
35.8333,218.788,532.54
35.8333,226.077,529.919
35.8333,233.367,527.271
35.8333,240.656,524.595
35.8333,247.946,521.892
35.8333,255.235,519.16
35.8333,262.525,516.4
35.8333,269.815,513.612
35.8333,277.104,510.794
35.8333,284.394,507.948
35.8333,291.683,505.072
35.8333,298.973,502.167
35.8333,306.263,499.232
35.8333,313.552,496.268
35.8333,320.842,493.273
35.8333,328.131,490.248
35.8333,335.421,487.193
35.8333,342.71,543.586
35.8333,350.0,541.077
38.125,0.1,657.123
38.125,1.01325,652.831
38.125,7.38958,648.476
38.125,14.6792,644.056
38.125,21.9688,639.569
38.125,29.2583,635.015
38.125,36.5479,630.393
38.125,43.8375,625.701
38.125,51.1271,620.938
38.125,58.4167,616.103
38.125,65.7063,611.195
38.125,72.9958,606.214
38.125,80.2854,605.442
38.125,87.575,601.157
38.125,94.8646,596.023
38.125,102.154,590.813
38.125,109.444,585.525
38.125,116.733,580.158
38.125,124.023,574.711
38.125,131.313,569.184
38.125,138.602,655.017
38.125,145.892,648.97
38.125,153.181,642.832
38.125,160.471,636.603
38.125,167.76,630.282
38.125,175.05,623.87
38.125,182.34,617.365
38.125,189.629,610.768
38.125,196.919,604.078
38.125,204.208,597.297
38.125,211.498,536.897
38.125,218.788,534.351
38.125,226.077,531.78
38.125,233.367,529.183
38.125,240.656,526.561
38.125,247.946,523.911
38.125,255.235,521.236
38.125,262.525,518.533
38.125,269.815,515.804
38.125,277.104,513.047
38.125,284.394,510.264
38.125,291.683,507.453
38.125,298.973,504.614
38.125,306.263,501.748
38.125,313.552,498.854
38.125,320.842,495.932
38.125,328.131,492.981
38.125,335.421,490.003
38.125,342.71,545.654
38.125,350.0,543.197
40.4167,0.1,659.134
40.4167,1.01325,654.917
40.4167,7.38958,650.64
40.4167,14.6792,646.3
40.4167,21.9688,641.898
40.4167,29.2583,637.432
40.4167,36.5479,632.901
40.4167,43.8375,628.304
40.4167,51.1271,623.64
40.4167,58.4167,618.909
40.4167,65.7063,614.11
40.4167,72.9958,609.241
40.4167,80.2854,608.488
40.4167,87.575,604.302
40.4167,94.8646,599.292
40.4167,102.154,594.21
40.4167,109.444,589.055
40.4167,116.733,583.828
40.4167,124.023,578.527
40.4167,131.313,573.152
40.4167,138.602,659.02
40.4167,145.892,653.13
40.4167,153.181,647.157
40.4167,160.471,641.1
40.4167,167.76,634.958
40.4167,175.05,628.733
40.4167,182.34,622.422
40.4167,189.629,616.028
40.4167,196.919,609.549
40.4167,204.208,602.988
40.4167,211.498,596.344
40.4167,218.788,536.11
40.4167,226.077,533.587
40.4167,233.367,531.038
40.4167,240.656,528.466
40.4167,247.946,525.868
40.4167,255.235,523.245
40.4167,262.525,520.597
40.4167,269.815,517.924
40.4167,277.104,515.225
40.4167,284.394,512.5
40.4167,291.683,509.75
40.4167,298.973,506.974
40.4167,306.263,504.172
40.4167,313.552,501.344
40.4167,320.842,498.489
40.4167,328.131,495.609
40.4167,335.421,492.702
40.4167,342.71,547.659
40.4167,350.0,545.25
42.7083,0.1,661.093
42.7083,1.01325,656.948
42.7083,7.38958,652.744
42.7083,14.6792,648.481
42.7083,21.9688,644.159
42.7083,29.2583,639.776
42.7083,36.5479,635.332
42.7083,43.8375,630.826
42.7083,51.1271,626.256
42.7083,58.4167,621.623
42.7083,65.7063,616.926
42.7083,72.9958,612.163
42.7083,80.2854,611.426
42.7083,87.575,607.334
42.7083,94.8646,602.439
42.7083,102.154,597.477
42.7083,109.444,592.447
42.7083,116.733,587.35
42.7083,124.023,582.184
42.7083,131.313,576.95
42.7083,138.602,662.866
42.7083,145.892,657.123
42.7083,153.181,651.303
42.7083,160.471,645.405
42.7083,167.76,639.429
42.7083,175.05,633.375
42.7083,182.34,627.244
42.7083,189.629,621.035
42.7083,196.919,614.75
42.7083,204.208,608.389
42.7083,211.498,601.952
42.7083,218.788,595.443
42.7083,226.077,535.341
42.7083,233.367,532.839
42.7083,240.656,530.314
42.7083,247.946,527.765
42.7083,255.235,525.193
42.7083,262.525,522.596
42.7083,269.815,519.976
42.7083,277.104,517.331
42.7083,284.394,514.663
42.7083,291.683,511.97
42.7083,298.973,509.253
42.7083,306.263,506.511
42.7083,313.552,503.745
42.7083,320.842,500.954
42.7083,328.131,498.139
42.7083,335.421,495.3
42.7083,342.71,549.603
42.7083,350.0,547.24
45.0,0.1,663.003
45.0,1.01325,658.926
45.0,7.38958,654.793
45.0,14.6792,650.604
45.0,21.9688,646.358
45.0,29.2583,642.054
45.0,36.5479,637.692
45.0,43.8375,633.272
45.0,51.1271,628.791
45.0,58.4167,624.251
45.0,65.7063,619.649
45.0,72.9958,614.986
45.0,80.2854,614.265
45.0,87.575,610.262
45.0,94.8646,605.475
45.0,102.154,600.625
45.0,109.444,595.712
45.0,116.733,590.736
45.0,124.023,585.696
45.0,131.313,580.592
45.0,138.602,666.568
45.0,145.892,660.962
45.0,153.181,655.284
45.0,160.471,649.534
45.0,167.76,643.712
45.0,175.05,637.817
45.0,182.34,631.851
45.0,189.629,625.814
45.0,196.919,619.706
45.0,204.208,613.529
45.0,211.498,607.282
45.0,218.788,600.969
45.0,226.077,594.59
45.0,233.367,588.148
45.0,240.656,532.109
45.0,247.946,529.607
45.0,255.235,527.082
45.0,262.525,524.535
45.0,269.815,521.965
45.0,277.104,519.372
45.0,284.394,516.756
45.0,291.683,514.117
45.0,298.973,511.456
45.0,306.263,508.771
45.0,313.552,506.063
45.0,320.842,503.333
45.0,328.131,500.579
45.0,335.421,497.803
45.0,342.71,551.49
45.0,350.0,549.17
47.2917,0.1,664.866
47.2917,1.01325,660.854
47.2917,7.38958,656.789
47.2917,14.6792,652.67
47.2917,21.9688,648.497
47.2917,29.2583,644.269
47.2917,36.5479,639.985
47.2917,43.8375,635.646
47.2917,51.1271,631.25
47.2917,58.4167,626.797
47.2917,65.7063,622.286
47.2917,72.9958,617.718
47.2917,80.2854,617.012
47.2917,87.575,613.091
47.2917,94.8646,608.406
47.2917,102.154,603.662
47.2917,109.444,598.858
47.2917,116.733,593.996
47.2917,124.023,589.074
47.2917,131.313,584.092
47.2917,138.602,670.137
47.2917,145.892,664.659
47.2917,153.181,659.114
47.2917,160.471,653.502
47.2917,167.76,647.823
47.2917,175.05,642.076
47.2917,182.34,636.263
47.2917,189.629,630.385
47.2917,196.919,624.441
47.2917,204.208,618.433
47.2917,211.498,612.361
47.2917,218.788,606.228
47.2917,226.077,600.035
47.2917,233.367,593.784
47.2917,240.656,587.477
47.2917,247.946,531.396
47.2917,255.235,528.917
47.2917,262.525,526.416
47.2917,269.815,523.894
47.2917,277.104,521.35
47.2917,284.394,518.784
47.2917,291.683,516.197
47.2917,298.973,513.588
47.2917,306.263,510.957
47.2917,313.552,508.305
47.2917,320.842,505.631
47.2917,328.131,502.935
47.2917,335.421,500.218
47.2917,342.71,553.323
47.2917,350.0,551.045
49.5833,0.1,666.685
49.5833,1.01325,662.735
49.5833,7.38958,658.734
49.5833,14.6792,654.683
49.5833,21.9688,650.579
49.5833,29.2583,646.423
49.5833,36.5479,642.214
49.5833,43.8375,637.952
49.5833,51.1271,633.637
49.5833,58.4167,629.267
49.5833,65.7063,624.843
49.5833,72.9958,620.364
49.5833,80.2854,619.672
49.5833,87.575,615.83
49.5833,94.8646,611.241
49.5833,102.154,606.596
49.5833,109.444,601.895
49.5833,116.733,597.139
49.5833,124.023,592.328
49.5833,131.313,587.461
49.5833,138.602,673.581
49.5833,145.892,668.224
49.5833,153.181,662.804
49.5833,160.471,657.321
49.5833,167.76,651.775
49.5833,175.05,646.167
49.5833,182.34,640.497
49.5833,189.629,634.765
49.5833,196.919,628.973
49.5833,204.208,623.122
49.5833,211.498,617.213
49.5833,218.788,611.246
49.5833,226.077,605.224
49.5833,233.367,599.149
49.5833,240.656,593.022
49.5833,247.946,586.845
49.5833,255.235,530.7
49.5833,262.525,528.244
49.5833,269.815,525.767
49.5833,277.104,523.269
49.5833,284.394,520.751
49.5833,291.683,518.212
49.5833,298.973,515.653
49.5833,306.263,513.074
49.5833,313.552,510.474
49.5833,320.842,507.853
49.5833,328.131,505.212
49.5833,335.421,502.551
49.5833,342.71,555.106
49.5833,350.0,552.868
51.875,0.1,668.461
51.875,1.01325,664.571
51.875,7.38958,660.633
51.875,14.6792,656.645
51.875,21.9688,652.608
51.875,29.2583,648.521
51.875,36.5479,644.383
51.875,43.8375,640.195
51.875,51.1271,635.956
51.875,58.4167,631.666
51.875,65.7063,627.323
51.875,72.9958,622.929
51.875,80.2854,622.25
51.875,87.575,618.483
51.875,94.8646,613.984
51.875,102.154,609.433
51.875,109.444,604.83
51.875,116.733,600.175
51.875,124.023,595.467
51.875,131.313,590.707
51.875,138.602,676.911
51.875,145.892,671.667
51.875,153.181,666.364
51.875,160.471,661.002
51.875,167.76,655.582
51.875,175.05,650.102
51.875,182.34,644.565
51.875,189.629,638.972
51.875,196.919,633.321
51.875,204.208,627.616
51.875,211.498,621.856
51.875,218.788,616.044
51.875,226.077,610.181
51.875,233.367,604.268
51.875,240.656,598.307
51.875,247.946,592.301
51.875,255.235,586.251
51.875,262.525,530.02
51.875,269.815,527.586
51.875,277.104,525.133
51.875,284.394,522.66
51.875,291.683,520.168
51.875,298.973,517.657
51.875,306.263,515.125
51.875,313.552,512.575
51.875,320.842,510.005
51.875,328.131,507.416
51.875,335.421,504.808
51.875,342.71,556.84
51.875,350.0,554.64
54.1667,0.1,670.196
54.1667,1.01325,666.364
54.1667,7.38958,662.485
54.1667,14.6792,658.559
54.1667,21.9688,654.586
54.1667,29.2583,650.565
54.1667,36.5479,646.496
54.1667,43.8375,642.378
54.1667,51.1271,638.212
54.1667,58.4167,633.997
54.1667,65.7063,629.732
54.1667,72.9958,625.419
54.1667,80.2854,624.752
54.1667,87.575,621.056
54.1667,94.8646,616.643
54.1667,102.154,612.181
54.1667,109.444,607.67
54.1667,116.733,603.109
54.1667,124.023,598.499
54.1667,131.313,593.84
54.1667,138.602,680.132
54.1667,145.892,674.996
54.1667,153.181,669.803
54.1667,160.471,664.555
54.1667,167.76,659.252
54.1667,175.05,653.894
54.1667,182.34,648.482
54.1667,189.629,643.017
54.1667,196.919,637.499
54.1667,204.208,631.93
54.1667,211.498,626.31
54.1667,218.788,620.641
54.1667,226.077,614.925
54.1667,233.367,609.163
54.1667,240.656,603.356
54.1667,247.946,597.507
54.1667,255.235,591.619
54.1667,262.525,585.693
54.1667,269.815,529.356
54.1667,277.104,526.945
54.1667,284.394,524.515
54.1667,291.683,522.067
54.1667,298.973,519.601
54.1667,306.263,517.116
54.1667,313.552,514.612
54.1667,320.842,512.091
54.1667,328.131,509.551
54.1667,335.421,506.993
54.1667,342.71,558.529
54.1667,350.0,556.365
56.4583,0.1,671.893
56.4583,1.01325,668.116
56.4583,7.38958,664.294
56.4583,14.6792,660.428
56.4583,21.9688,656.516
56.4583,29.2583,652.558
56.4583,36.5479,648.554
56.4583,43.8375,644.504
56.4583,51.1271,640.407
56.4583,58.4167,636.264
56.4583,65.7063,632.074
56.4583,72.9958,627.837
56.4583,80.2854,627.182
56.4583,87.575,623.553
56.4583,94.8646,619.222
56.4583,102.154,614.844
56.4583,109.444,610.42
56.4583,116.733,605.949
56.4583,124.023,601.431
56.4583,131.313,596.867
56.4583,138.602,683.252
56.4583,145.892,678.217
56.4583,153.181,673.13
56.4583,160.471,667.989
56.4583,167.76,662.797
56.4583,175.05,657.553
56.4583,182.34,652.259
56.4583,189.629,646.914
56.4583,196.919,641.52
56.4583,204.208,636.078
56.4583,211.498,630.589
56.4583,218.788,625.054
56.4583,226.077,619.475
56.4583,233.367,613.853
56.4583,240.656,608.19
56.4583,247.946,602.488
56.4583,255.235,596.748
56.4583,262.525,590.974
56.4583,269.815,585.168
56.4583,277.104,528.707
56.4583,284.394,526.319
56.4583,291.683,523.913
56.4583,298.973,521.49
56.4583,306.263,519.049
56.4583,313.552,516.59
56.4583,320.842,514.114
56.4583,328.131,511.621
56.4583,335.421,509.11
56.4583,342.71,560.175
56.4583,350.0,558.046
58.75,0.1,673.552
58.75,1.01325,669.829
58.75,7.38958,666.062
58.75,14.6792,662.253
58.75,21.9688,658.399
58.75,29.2583,654.502
58.75,36.5479,650.56
58.75,43.8375,646.575
58.75,51.1271,642.545
58.75,58.4167,638.47
58.75,65.7063,634.351
58.75,72.9958,630.187
58.75,80.2854,629.545
58.75,87.575,625.979
58.75,94.8646,621.726
58.75,102.154,617.428
58.75,109.444,613.086
58.75,116.733,608.7
58.75,124.023,604.27
58.75,131.313,599.796
58.75,138.602,686.278
58.75,145.892,681.339
58.75,153.181,676.35
58.75,160.471,671.312
58.75,167.76,666.224
58.75,175.05,661.088
58.75,182.34,655.904
58.75,189.629,650.673
58.75,196.919,645.396
58.75,204.208,640.073
58.75,211.498,634.707
58.75,218.788,629.297
58.75,226.077,623.846
58.75,233.367,618.356
58.75,240.656,612.826
58.75,247.946,607.261
58.75,255.235,601.661
58.75,262.525,596.028
58.75,269.815,590.365
58.75,277.104,584.675
58.75,284.394,528.074
58.75,291.683,525.708
58.75,298.973,523.326
58.75,306.263,520.927
58.75,313.552,518.511
58.75,320.842,516.079
58.75,328.131,513.63
58.75,335.421,511.165
58.75,342.71,561.779
58.75,350.0,559.683
61.0417,0.1,675.176
61.0417,1.01325,671.504
61.0417,7.38958,667.791
61.0417,14.6792,664.036
61.0417,21.9688,660.239
61.0417,29.2583,656.4
61.0417,36.5479,652.518
61.0417,43.8375,648.595
61.0417,51.1271,644.628
61.0417,58.4167,640.62
61.0417,65.7063,636.568
61.0417,72.9958,632.474
61.0417,80.2854,631.842
61.0417,87.575,628.338
61.0417,94.8646,624.159
61.0417,102.154,619.937
61.0417,109.444,615.674
61.0417,116.733,611.368
61.0417,124.023,607.021
61.0417,131.313,602.633
61.0417,138.602,689.215
61.0417,145.892,684.367
61.0417,153.181,679.472
61.0417,160.471,674.53
61.0417,167.76,669.541
61.0417,175.05,664.507
61.0417,182.34,659.428
61.0417,189.629,654.304
61.0417,196.919,649.136
61.0417,204.208,643.926
61.0417,211.498,638.675
61.0417,218.788,633.383
61.0417,226.077,628.053
61.0417,233.367,622.685
61.0417,240.656,617.281
61.0417,247.946,611.843
61.0417,255.235,606.373
61.0417,262.525,600.872
61.0417,269.815,595.344
61.0417,277.104,589.789
61.0417,284.394,584.211
61.0417,291.683,527.455
61.0417,298.973,525.112
61.0417,306.263,522.753
61.0417,313.552,520.378
61.0417,320.842,517.988
61.0417,328.131,515.581
61.0417,335.421,513.16
61.0417,342.71,563.344
61.0417,350.0,561.28
63.3333,0.1,676.766
63.3333,1.01325,673.144
63.3333,7.38958,669.481
63.3333,14.6792,665.779
63.3333,21.9688,662.036
63.3333,29.2583,658.253
63.3333,36.5479,654.43
63.3333,43.8375,650.565
63.3333,51.1271,646.66
63.3333,58.4167,642.715
63.3333,65.7063,638.728
63.3333,72.9958,634.701
63.3333,80.2854,634.079
63.3333,87.575,630.633
63.3333,94.8646,626.525
63.3333,102.154,622.376
63.3333,109.444,618.187
63.3333,116.733,613.959
63.3333,124.023,609.69
63.3333,131.313,605.383
63.3333,138.602,692.067
63.3333,145.892,687.306
63.3333,153.181,682.501
63.3333,160.471,677.65
63.3333,167.76,672.756
63.3333,175.05,667.818
63.3333,182.34,662.837
63.3333,189.629,657.815
63.3333,196.919,652.751
63.3333,204.208,647.647
63.3333,211.498,642.505
63.3333,218.788,637.324
63.3333,226.077,632.107
63.3333,233.367,626.854
63.3333,240.656,621.568
63.3333,247.946,616.25
63.3333,255.235,610.902
63.3333,262.525,605.525
63.3333,269.815,600.122
63.3333,277.104,594.694
63.3333,284.394,589.245
63.3333,291.683,583.776
63.3333,298.973,578.289
63.3333,306.263,524.531
63.3333,313.552,522.195
63.3333,320.842,519.844
63.3333,328.131,517.479
63.3333,335.421,515.098
63.3333,342.71,564.871
63.3333,350.0,562.838
65.625,0.1,678.323
65.625,1.01325,674.749
65.625,7.38958,671.136
65.625,14.6792,667.484
65.625,21.9688,663.794
65.625,29.2583,660.065
65.625,36.5479,656.296
65.625,43.8375,652.489
65.625,51.1271,648.643
65.625,58.4167,644.758
65.625,65.7063,640.833
65.625,72.9958,636.87
65.625,80.2854,636.258
65.625,87.575,632.868
65.625,94.8646,628.827
65.625,102.154,624.748
65.625,109.444,620.63
65.625,116.733,616.475
65.625,124.023,612.282
65.625,131.313,608.052
65.625,138.602,694.841
65.625,145.892,690.162
65.625,153.181,685.442
65.625,160.471,680.678
65.625,167.76,675.873
65.625,175.05,671.027
65.625,182.34,666.14
65.625,189.629,661.214
65.625,196.919,656.248
65.625,204.208,651.245
65.625,211.498,646.205
65.625,218.788,641.129
65.625,226.077,636.019
65.625,233.367,630.875
65.625,240.656,625.7
65.625,247.946,620.494
65.625,255.235,615.261
65.625,262.525,610.0
65.625,269.815,604.715
65.625,277.104,599.407
65.625,284.394,594.078
65.625,291.683,588.73
65.625,298.973,583.367
65.625,306.263,577.99
65.625,313.552,523.964
65.625,320.842,521.651
65.625,328.131,519.324
65.625,335.421,516.983
65.625,342.71,566.363
65.625,350.0,564.359
67.9167,0.1,679.849
67.9167,1.01325,676.32
67.9167,7.38958,672.755
67.9167,14.6792,669.153
67.9167,21.9688,665.513
67.9167,29.2583,661.836
67.9167,36.5479,658.121
67.9167,43.8375,654.369
67.9167,51.1271,650.579
67.9167,58.4167,646.752
67.9167,65.7063,642.887
67.9167,72.9958,638.985
67.9167,80.2854,638.383
67.9167,87.575,635.046
67.9167,94.8646,631.07
67.9167,102.154,627.057
67.9167,109.444,623.007
67.9167,116.733,618.922
67.9167,124.023,614.801
67.9167,131.313,610.644
67.9167,138.602,697.539
67.9167,145.892,692.94
67.9167,153.181,688.3
67.9167,160.471,683.62
67.9167,167.76,678.9
67.9167,175.05,674.14
67.9167,182.34,669.343
67.9167,189.629,664.507
67.9167,196.919,659.635
67.9167,204.208,654.727
67.9167,211.498,649.784
67.9167,218.788,644.807
67.9167,226.077,639.798
67.9167,233.367,634.758
67.9167,240.656,629.687
67.9167,247.946,624.588
67.9167,255.235,619.462
67.9167,262.525,614.311
67.9167,269.815,609.137
67.9167,277.104,603.941
67.9167,284.394,598.725
67.9167,291.683,593.493
67.9167,298.973,588.244
67.9167,306.263,582.983
67.9167,313.552,577.712
67.9167,320.842,523.411
67.9167,328.131,521.121
67.9167,335.421,518.817
67.9167,342.71,567.82
67.9167,350.0,565.845
70.2083,0.1,681.344
70.2083,1.01325,677.86
70.2083,7.38958,674.341
70.2083,14.6792,670.786
70.2083,21.9688,667.195
70.2083,29.2583,663.568
70.2083,36.5479,659.905
70.2083,43.8375,656.205
70.2083,51.1271,652.47
70.2083,58.4167,648.698
70.2083,65.7063,644.891
70.2083,72.9958,641.048
70.2083,80.2854,640.455
70.2083,87.575,637.169
70.2083,94.8646,633.255
70.2083,102.154,629.306
70.2083,109.444,625.322
70.2083,116.733,621.303
70.2083,124.023,617.25
70.2083,131.313,613.163
70.2083,138.602,700.166
70.2083,145.892,695.643
70.2083,153.181,691.08
70.2083,160.471,686.479
70.2083,167.76,681.84
70.2083,175.05,677.164
70.2083,182.34,672.451
70.2083,189.629,667.703
70.2083,196.919,662.919
70.2083,204.208,658.101
70.2083,211.498,653.251
70.2083,218.788,648.368
70.2083,226.077,643.454
70.2083,233.367,638.511
70.2083,240.656,633.539
70.2083,247.946,628.541
70.2083,255.235,623.517
70.2083,262.525,618.47
70.2083,269.815,613.4
70.2083,277.104,608.31
70.2083,284.394,603.202
70.2083,291.683,598.077
70.2083,298.973,592.937
70.2083,306.263,587.786
70.2083,313.552,582.624
70.2083,320.842,577.454
70.2083,328.131,522.871
70.2083,335.421,520.604
70.2083,342.71,569.244
70.2083,350.0,567.297
72.5,0.1,682.81
72.5,1.01325,679.37
72.5,7.38958,675.895
72.5,14.6792,672.386
72.5,21.9688,668.842
72.5,29.2583,665.263
72.5,36.5479,661.65
72.5,43.8375,658.001
72.5,51.1271,654.318
72.5,58.4167,650.6
72.5,65.7063,646.848
72.5,72.9958,643.062
72.5,80.2854,642.477
72.5,87.575,639.241
72.5,94.8646,635.386
72.5,102.154,631.498
72.5,109.444,627.576
72.5,116.733,623.621
72.5,124.023,619.634
72.5,131.313,615.614
72.5,138.602,702.726
72.5,145.892,698.275
72.5,153.181,693.786
72.5,160.471,689.261
72.5,167.76,684.699
72.5,175.05,680.102
72.5,182.34,675.471
72.5,189.629,670.805
72.5,196.919,666.105
72.5,204.208,661.374
72.5,211.498,656.611
72.5,218.788,651.817
72.5,226.077,646.994
72.5,233.367,642.144
72.5,240.656,637.266
72.5,247.946,632.363
72.5,255.235,627.436
72.5,262.525,622.486
72.5,269.815,617.515
72.5,277.104,612.526
72.5,284.394,607.518
72.5,291.683,602.495
72.5,298.973,597.459
72.5,306.263,592.41
72.5,313.552,587.352
72.5,320.842,582.287
72.5,328.131,577.215
72.5,335.421,522.344
72.5,342.71,570.637
72.5,350.0,568.717
74.7917,0.1,684.248
74.7917,1.01325,680.85
74.7917,7.38958,677.419
74.7917,14.6792,673.954
74.7917,21.9688,670.455
74.7917,29.2583,666.923
74.7917,36.5479,663.357
74.7917,43.8375,659.758
74.7917,51.1271,656.125
74.7917,58.4167,652.459
74.7917,65.7063,648.76
74.7917,72.9958,645.028
74.7917,80.2854,644.452
74.7917,87.575,641.263
74.7917,94.8646,637.466
74.7917,102.154,633.636
74.7917,109.444,629.774
74.7917,116.733,625.88
74.7917,124.023,621.956
74.7917,131.313,618.0
74.7917,138.602,705.222
74.7917,145.892,700.84
74.7917,153.181,696.422
74.7917,160.471,691.969
74.7917,167.76,687.482
74.7917,175.05,682.961
74.7917,182.34,678.406
74.7917,189.629,673.819
74.7917,196.919,669.2
74.7917,204.208,664.551
74.7917,211.498,659.871
74.7917,218.788,655.163
74.7917,226.077,650.426
74.7917,233.367,645.663
74.7917,240.656,640.875
74.7917,247.946,636.062
74.7917,255.235,631.227
74.7917,262.525,626.37
74.7917,269.815,621.493
74.7917,277.104,616.598
74.7917,284.394,611.687
74.7917,291.683,606.76
74.7917,298.973,601.821
74.7917,306.263,596.87
74.7917,313.552,591.91
74.7917,320.842,586.943
74.7917,328.131,581.971
74.7917,335.421,576.995
74.7917,342.71,572.0
74.7917,350.0,570.105
77.0833,0.1,685.659
77.0833,1.01325,682.302
77.0833,7.38958,678.912
77.0833,14.6792,675.49
77.0833,21.9688,672.036
77.0833,29.2583,668.549
77.0833,36.5479,665.029
77.0833,43.8375,661.478
77.0833,51.1271,657.894
77.0833,58.4167,654.278
77.0833,65.7063,650.63
77.0833,72.9958,646.95
77.0833,80.2854,646.382
77.0833,87.575,643.238
77.0833,94.8646,639.496
77.0833,102.154,635.722
77.0833,109.444,631.918
77.0833,116.733,628.083
77.0833,124.023,624.219
77.0833,131.313,620.325
77.0833,138.602,707.656
77.0833,145.892,703.341
77.0833,153.181,698.991
77.0833,160.471,694.608
77.0833,167.76,690.192
77.0833,175.05,685.743
77.0833,182.34,681.262
77.0833,189.629,676.751
77.0833,196.919,672.209
77.0833,204.208,667.637
77.0833,211.498,663.037
77.0833,218.788,658.41
77.0833,226.077,653.756
77.0833,233.367,649.076
77.0833,240.656,644.373
77.0833,247.946,639.646
77.0833,255.235,634.898
77.0833,262.525,630.129
77.0833,269.815,625.342
77.0833,277.104,620.537
77.0833,284.394,615.716
77.0833,291.683,610.882
77.0833,298.973,606.034
77.0833,306.263,601.176
77.0833,313.552,596.31
77.0833,320.842,591.436
77.0833,328.131,586.557
77.0833,335.421,581.675
77.0833,342.71,616.052
77.0833,350.0,610.07
79.375,0.1,687.044
79.375,1.01325,683.727
79.375,7.38958,680.377
79.375,14.6792,676.997
79.375,21.9688,673.585
79.375,29.2583,670.142
79.375,36.5479,666.667
79.375,43.8375,663.161
79.375,51.1271,659.624
79.375,58.4167,656.056
79.375,65.7063,652.458
79.375,72.9958,648.828
79.375,80.2854,648.269
79.375,87.575,645.169
79.375,94.8646,641.479
79.375,102.154,637.759
79.375,109.444,634.01
79.375,116.733,630.232
79.375,124.023,626.426
79.375,131.313,622.59
79.375,138.602,710.033
79.375,145.892,705.781
79.375,153.181,701.497
79.375,160.471,697.181
79.375,167.76,692.832
79.375,175.05,688.453
79.375,182.34,684.043
79.375,189.629,679.604
79.375,196.919,675.135
79.375,204.208,670.638
79.375,211.498,666.115
79.375,218.788,661.564
79.375,226.077,656.989
79.375,233.367,652.389
79.375,240.656,647.767
79.375,247.946,643.122
79.375,255.235,638.457
79.375,262.525,633.772
79.375,269.815,629.069
79.375,277.104,624.35
79.375,284.394,619.616
79.375,291.683,614.869
79.375,298.973,610.109
79.375,306.263,605.339
79.375,313.552,600.561
79.375,320.842,595.776
79.375,328.131,590.986
79.375,335.421,586.193
79.375,342.71,621.804
79.375,350.0,615.93
81.6667,0.1,688.404
81.6667,1.01325,685.125
81.6667,7.38958,681.815
81.6667,14.6792,678.475
81.6667,21.9688,675.104
81.6667,29.2583,671.703
81.6667,36.5479,668.272
81.6667,43.8375,664.81
81.6667,51.1271,661.319
81.6667,58.4167,657.797
81.6667,65.7063,654.246
81.6667,72.9958,650.666
81.6667,80.2854,650.114
81.6667,87.575,647.056
81.6667,94.8646,643.417
81.6667,102.154,639.75
81.6667,109.444,636.054
81.6667,116.733,632.33
81.6667,124.023,628.579
81.6667,131.313,624.801
81.6667,138.602,712.354
81.6667,145.892,708.164
81.6667,153.181,703.943
81.6667,160.471,699.69
81.6667,167.76,695.407
81.6667,175.05,691.094
81.6667,182.34,686.752
81.6667,189.629,682.382
81.6667,196.919,677.984
81.6667,204.208,673.559
81.6667,211.498,669.108
81.6667,218.788,664.632
81.6667,226.077,660.131
81.6667,233.367,655.608
81.6667,240.656,651.062
81.6667,247.946,646.496
81.6667,255.235,641.91
81.6667,262.525,637.305
81.6667,269.815,632.684
81.6667,277.104,628.046
81.6667,284.394,623.394
81.6667,291.683,618.73
81.6667,298.973,614.054
81.6667,306.263,609.368
81.6667,313.552,604.674
81.6667,320.842,599.973
81.6667,328.131,595.268
81.6667,335.421,590.56
81.6667,342.71,627.353
81.6667,350.0,621.582
83.9583,0.1,689.74
83.9583,1.01325,686.498
83.9583,7.38958,683.226
83.9583,14.6792,679.925
83.9583,21.9688,676.594
83.9583,29.2583,673.234
83.9583,36.5479,669.845
83.9583,43.8375,666.426
83.9583,51.1271,662.979
83.9583,58.4167,659.502
83.9583,65.7063,655.997
83.9583,72.9958,652.464
83.9583,80.2854,651.919
83.9583,87.575,648.902
83.9583,94.8646,645.313
83.9583,102.154,641.695
83.9583,109.444,638.051
83.9583,116.733,634.379
83.9583,124.023,630.682
83.9583,131.313,626.958
83.9583,138.602,714.622
83.9583,145.892,710.492
83.9583,153.181,706.33
83.9583,160.471,702.14
83.9583,167.76,697.919
83.9583,175.05,693.671
83.9583,182.34,689.394
83.9583,189.629,685.09
83.9583,196.919,680.759
83.9583,204.208,676.403
83.9583,211.498,672.021
83.9583,218.788,667.616
83.9583,226.077,663.188
83.9583,233.367,658.737
83.9583,240.656,654.265
83.9583,247.946,649.774
83.9583,255.235,645.263
83.9583,262.525,640.735
83.9583,269.815,636.191
83.9583,277.104,631.631
83.9583,284.394,627.058
